x y
0 0
1000 0.0
2000 0.0
3000 0.0
4000 0.0
5000 0.0
6000 0.0
7000 0.0
8000 0.0
9000 0.0
10000 0.0
11000 0.0
12000 0.0
13000 0.0
14000 0.0
15000 0.0
16000 0.0971611447517
17000 0.0
18000 0.363332822064
19000 0.41612767259
20000 0.412101336849
21000 0.580496928747
22000 0.40842569843
23000 0.565127678339
24000 0.591241464711
25000 0.5
26000 0.480089620931
27000 0.5
28000 0.5
29000 0.48683035592
30000 0.492148722842
31000 0.48901795354
32000 0.495582809643
33000 0.5
34000 0.666666666667
35000 0.633930986559
36000 0.6500365366
37000 0.666666666667
38000 0.666666666667
39000 0.666666666667
40000 0.666666666667
41000 0.5
42000 0.5
43000 0.5
44000 0.666666666667
45000 0.75
46000 0.75
47000 0.75
48000 0.75
49000 0.75
50000 0.733387092224
51000 0.728040161384
52000 0.745475875455
53000 0.75
54000 0.75
55000 0.666666666667
56000 0.666666666667
57000 0.666666666667
58000 0.75
59000 0.75
60000 0.75
61000 0.666666666667
62000 0.666666666667
63000 0.75
64000 0.75
65000 0.75
66000 0.75
67000 0.75
68000 0.75
69000 0.75
70000 0.75
71000 0.75
72000 0.5
73000 0.5
74000 0.666666666667
75000 0.680885151901
76000 1.0
77000 1.0
78000 1.0
79000 1.0
