x y
0 0
1000 0.5
2000 0.5
3000 0.5
4000 0.5
5000 0.5
6000 0.0
7000 0.25
8000 0.0
9000 0.0
10000 0.237086060839
11000 0.231520017523
12000 0.492495533402
13000 0.705707782782
14000 0.810206290927
15000 1.0
16000 0.55484214862
17000 0.467833336291
18000 0.828499514211
19000 0.476803842989
20000 0.604611935952
21000 0.966181205902
22000 1.0
23000 0.707598621592
24000 0.664648904865
25000 0.80909524711
26000 0.707557510641
27000 0.667167750767
28000 0.586630665149
29000 0.621496467641
30000 0.55095782525
31000 0.526315789474
32000 0.522957792159
33000 0.666666666667
34000 0.666666666667
35000 0.666666666667
36000 0.428571428571
37000 0.666666666667
38000 0.666666666667
39000 0.333333333333
40000 0.333333333333
41000 0.444444444444
42000 0.444444444444
43000 0.444444444444
44000 0.444444444444
45000 0.444444444444
46000 0.30303030303
47000 0.30303030303
48000 0.363565020085
49000 0.294117647059
50000 0.31664706062
51000 0.294117647059
52000 0.294117647059
53000 0.294117647059
54000 0.294117647059
55000 0.294117647059
56000 0.466068433384
57000 0.368421052632
58000 0.444444444444
59000 0.444444444444
60000 0.444444444444
61000 0.444444444444
62000 0.444444444444
63000 0.266666666667
64000 0.567408947533
65000 0.570425396805
66000 0.575138005648
67000 0.568389610978
68000 0.566060185087
69000 0.25
70000 0.25
71000 0.266666666667
72000 0.4375
73000 0.4375
74000 0.4375
75000 0.4375
76000 0.4375
77000 0.333333333333
78000 0.333333333333
79000 0.333333333333
