x y
0 0
1000 23.2258064516
2000 23.2258064516
3000 34.6153846154
4000 88.6678887967
5000 134.579439252
6000 154.965149648
7000 297.017929805
8000 153.488715993
9000 123.283659119
10000 119.492690629
11000 65.3225806452
12000 134.579439252
13000 134.579439252
14000 97.4720700646
15000 134.579439252
16000 124.329058342
17000 60.083449235
18000 131.937172775
19000 131.937172775
20000 13.2771338251
21000 100.99977343
22000 84.7058823529
23000 84.7058823529
24000 27.9069767442
25000 20.5323193916
26000 20.5323193916
27000 20.5323193916
28000 1.39356483521
29000 14.5454545455
30000 103.835763116
31000 131.937172775
32000 131.937172775
33000 56.1151079137
34000 53.0120481928
35000 46.2393253694
36000 54.1139240506
37000 70.8159340659
38000 84.7058823529
39000 66.7513056598
40000 106.400928258
41000 66.7011885024
42000 77.5229042581
43000 70.1949860724
44000 55.9162195901
45000 58.4474885845
46000 74.3454152364
47000 55.4320516535
48000 61.1957796014
49000 16.6832174777
50000 16.4867517174
51000 27.3591473865
52000 12.3198847262
53000 12.8809621935
54000 10.53471668
55000 23.1755223547
56000 14.8392415499
57000 17.1269131701
58000 14.0579238529
59000 5.10276399717
60000 5.10276399717
61000 0
62000 0
63000 0
64000 0
65000 0
66000 0.369344413666
67000 0.369344413666
68000 0
69000 0
70000 30.5570148266
71000 46.3740908981
72000 32.5502180098
73000 21.0526315789
74000 19.3662621875
75000 29.6995919784
76000 42.8571428571
77000 73.2557567845
78000 57.2384937238
79000 57.2384937238
