x y
0 0
1000 0
2000 2.38410596026
3000 2.43490023673
4000 352.309720411
5000 205.923378459
6000 340.012413419
7000 360.0
8000 360.0
9000 360.0
10000 360.0
11000 25.6329113924
12000 130.289346187
13000 360.0
14000 360.0
15000 358.446251129
16000 283.815054608
17000 28.6038592509
18000 28.6038592509
19000 8.97755610973
20000 42.0105544498
21000 68.1255711792
22000 128.80733945
23000 7.10339384373
24000 4.18604651163
25000 5.5469953775
26000 5.5469953775
27000 2.46322271639
28000 0.275545350172
29000 3.06905370844
30000 42.5269645609
31000 42.5269645609
32000 29.5081967213
33000 85.2315576714
34000 30.6196840826
35000 45.0635068761
36000 40.9513960703
37000 42.3529411765
38000 29.6413794189
39000 30.6196840826
40000 45.3629032258
41000 29.5081967213
42000 21.8624545759
43000 30.6693447746
44000 15.9237835999
45000 16.1566707466
46000 17.5791800928
47000 7.31464758039
48000 11.253516724
49000 14.4346431435
50000 6.61319951611
51000 5.66583187124
52000 2.80828082808
53000 4.32287823811
54000 5.40755954753
55000 1.89050807404
56000 2.13357647595
57000 2.72209451702
58000 1.89050807404
59000 5.30223995091
60000 5.30223995091
61000 2.64705882353
62000 2.64705882353
63000 0
64000 0
65000 0
66000 0
67000 0
68000 1.11818605374
69000 1.11818605374
70000 25.1125063989
71000 29.5081967213
72000 12.8986912257
73000 5.94859112547
74000 30.666067173
75000 6.01313212764
76000 39.3092232935
77000 36.8853678418
78000 14.4346431435
79000 11.6344846943
