x y
0 3.0
1000 4.0
2000 4.0
3000 4.0
4000 5.0
5000 5.0
6000 5.0
7000 5.0
8000 4.0
9000 5.0
10000 4.0
11000 5.0
12000 5.0
13000 5.0
14000 6.0
15000 5.0
16000 5.0
17000 5.0
18000 5.0
19000 6.0
20000 6.0
21000 6.0
22000 6.0
23000 5.0
24000 5.0
25000 5.0
26000 6.0
27000 6.0
28000 5.0
29000 6.0
30000 5.0
31000 4.0
32000 4.0
33000 4.0
34000 4.0
35000 5.0
36000 4.0
37000 5.0
38000 4.0
39000 3.0
40000 3.0
41000 3.0
42000 5.0
43000 4.0
44000 4.0
45000 5.0
46000 4.0
47000 4.0
48000 4.0
49000 4.0
50000 4.0
51000 4.0
52000 4.0
53000 4.0
54000 4.0
55000 4.0
56000 4.0
57000 4.0
58000 4.0
59000 4.0
60000 4.0
61000 4.0
62000 4.0
63000 4.0
64000 4.0
65000 4.0
66000 4.0
67000 4.0
68000 4.0
69000 4.0
70000 4.0
71000 4.0
72000 4.0
73000 4.0
74000 5.0
75000 5.0
76000 5.0
77000 5.0
78000 5.0
79000 6.0
80000 6.0
81000 6.0
82000 6.0
83000 5.0
84000 4.0
85000 4.0
86000 5.0
87000 5.0
88000 7.0
89000 7.0
90000 6.0
91000 6.0
92000 7.0
93000 6.0
94000 9.0
95000 9.0
96000 6.0
97000 10.0
98000 9.0
99000 7.0
100000 7.0
101000 8.0
102000 8.0
103000 10.0
104000 8.0
105000 9.0
106000 7.0
107000 7.0
108000 8.0
109000 8.0
110000 7.0
111000 7.0
112000 6.0
113000 5.0
114000 6.0
115000 5.0
116000 5.0
117000 5.0
118000 4.0
119000 5.0
120000 3.0
121000 4.0
122000 5.0
123000 4.0
124000 4.0
125000 4.0
126000 4.0
127000 5.0
128000 4.0
129000 5.0
130000 6.0
131000 4.0
132000 4.0
133000 4.0
134000 4.0
135000 4.0
136000 4.0
137000 4.0
138000 4.0
139000 4.0
140000 4.0
141000 4.0
142000 4.0
143000 4.0
144000 4.0
145000 4.0
146000 4.0
147000 4.0
148000 4.0
149000 4.0
150000 4.0
151000 4.0
152000 4.0
153000 4.0
154000 4.0
155000 4.0
156000 4.0
157000 4.0
158000 4.0
159000 4.0
160000 4.0
161000 5.0
162000 5.0
163000 5.0
164000 6.0
165000 5.0
166000 6.0
167000 6.0
168000 7.0
169000 4.0
170000 4.0
171000 5.0
172000 5.0
173000 5.0
174000 5.0
175000 6.0
176000 6.0
177000 6.0
178000 6.0
179000 10.0
180000 7.0
181000 8.0
182000 9.0
183000 8.0
184000 10.0
185000 8.0
186000 10.0
187000 7.0
188000 7.0
189000 9.0
190000 8.0
191000 7.0
192000 9.0
193000 8.0
194000 8.0
195000 8.0
196000 7.0
197000 8.0
198000 5.0
199000 5.0
200000 5.0
201000 6.0
202000 4.0
203000 4.0
204000 3.0
205000 5.0
206000 3.0
207000 5.0
208000 3.0
209000 4.0
210000 3.0
211000 4.0
212000 3.0
213000 3.0
214000 3.0
215000 3.0
216000 3.0
217000 3.0
218000 3.0
219000 4.0
220000 4.0
221000 4.0
222000 4.0
223000 4.0
224000 4.0
225000 4.0
226000 4.0
227000 4.0
228000 4.0
229000 4.0
230000 4.0
231000 4.0
232000 4.0
233000 4.0
234000 4.0
235000 4.0
236000 4.0
237000 4.0
238000 4.0
239000 4.0
240000 4.0
241000 4.0
242000 4.0
243000 4.0
244000 4.0
245000 4.0
246000 5.0
247000 5.0
248000 5.0
249000 4.0
250000 7.0
251000 5.0
252000 6.0
253000 7.0
254000 7.0
255000 6.0
256000 5.0
257000 4.0
258000 5.0
259000 6.0
260000 5.0
261000 6.0
262000 6.0
263000 7.0
264000 6.0
265000 7.0
266000 7.0
267000 8.0
268000 7.0
269000 7.0
270000 11.0
271000 8.0
272000 9.0
273000 9.0
274000 7.0
275000 9.0
276000 8.0
277000 10.0
278000 8.0
279000 8.0
280000 9.0
281000 7.0
282000 8.0
283000 8.0
284000 8.0
285000 5.0
286000 5.0
287000 5.0
288000 5.0
289000 4.0
290000 4.0
291000 5.0
292000 5.0
293000 5.0
294000 4.0
295000 4.0
296000 3.0
297000 4.0
298000 4.0
299000 4.0
300000 3.0
301000 4.0
302000 4.0
303000 3.0
304000 3.0
305000 3.0
306000 3.0
307000 3.0
308000 3.0
309000 3.0
310000 3.0
311000 4.0
312000 3.0
313000 3.0
314000 3.0
315000 3.0
316000 4.0
317000 4.0
318000 3.0
319000 3.0
320000 3.0
321000 3.0
322000 3.0
323000 3.0
324000 3.0
325000 3.0
326000 4.0
327000 3.0
328000 3.0
329000 3.0
330000 3.0
331000 3.0
332000 4.0
333000 3.0
334000 4.0
335000 5.0
336000 5.0
337000 5.0
338000 5.0
339000 5.0
340000 4.0
341000 4.0
342000 4.0
343000 5.0
344000 5.0
345000 5.0
