x y
0 0.842105263158
1000 0.842105263158
2000 0.75
3000 0.75
4000 0.855263157895
5000 0.907894736842
6000 0.828947368421
7000 0.894736842105
8000 0.894736842105
9000 0.881578947368
10000 0.934210526316
11000 1.17105263158
12000 1.23684210526
13000 1.25
14000 1.25
15000 1.39473684211
16000 1.43421052632
17000 1.21052631579
18000 1.22368421053
19000 1.34210526316
20000 1.28947368421
21000 1.5
22000 1.28947368421
23000 1.34210526316
24000 1.26315789474
25000 1.36842105263
26000 1.44736842105
27000 1.36842105263
28000 1.46052631579
29000 1.44736842105
30000 1.17105263158
31000 0.973684210526
32000 1.25
33000 1.0
34000 0.894736842105
35000 0.973684210526
36000 0.894736842105
37000 0.973684210526
38000 0.828947368421
39000 0.710526315789
40000 0.763157894737
41000 0.710526315789
42000 0.842105263158
43000 0.842105263158
44000 0.881578947368
45000 1.01315789474
46000 0.934210526316
47000 0.815789473684
48000 0.842105263158
49000 0.802631578947
50000 0.815789473684
51000 0.842105263158
52000 0.828947368421
53000 0.802631578947
54000 0.815789473684
55000 0.855263157895
56000 0.828947368421
57000 0.828947368421
58000 0.828947368421
59000 0.828947368421
60000 0.842105263158
61000 0.842105263158
62000 0.828947368421
63000 0.828947368421
64000 0.855263157895
65000 0.842105263158
66000 0.842105263158
67000 0.802631578947
68000 0.828947368421
69000 0.868421052632
70000 0.815789473684
71000 0.802631578947
72000 0.828947368421
73000 0.842105263158
74000 0.868421052632
75000 0.907894736842
76000 0.934210526316
77000 0.907894736842
78000 0.934210526316
79000 0.986842105263
