x y
0 0
1000 22.2222222222
2000 12.9217516152
3000 11.986681465
4000 10.4864549956
5000 9.81149216443
6000 9.92125984252
7000 9.92125984252
8000 9.82800982801
9000 6.19221995501
10000 67.9245283019
11000 67.9245283019
12000 67.9245283019
13000 67.9245283019
14000 24.9504950495
15000 20.5011389522
16000 23.4469883688
17000 15.5367739615
18000 21.9306112527
19000 27.8921044521
20000 32.4835646219
21000 38.7382553535
22000 40.6931142493
23000 37.9077679882
24000 40.0237372725
25000 35.5311077502
26000 67.9245283019
27000 67.9245283019
28000 67.9245283019
29000 20.725388601
30000 11.9624267665
31000 9.15137906198
32000 6.96746098948
33000 19.1489361702
34000 19.1489361702
35000 19.1489361702
36000 11.8983234181
37000 13.9896373057
38000 13.9896373057
39000 50.0
40000 50.0
41000 14.5161290323
42000 50.0
43000 15.1540937636
44000 24.2767842916
45000 25.0
46000 26.8656716418
47000 26.8656716418
48000 26.6948632258
49000 26.2863656591
50000 26.8656716418
51000 26.2005607823
52000 26.8656716418
53000 26.8656716418
54000 26.8656716418
55000 26.8656716418
56000 26.8656716418
57000 23.3766233766
58000 20.4553170787
59000 23.3766233766
60000 23.3766233766
61000 23.3766233766
62000 23.3766233766
63000 23.3766233766
64000 9.35412479782
65000 31.4410480349
66000 31.4410480349
67000 23.8083010697
68000 23.0499915089
69000 22.3002288797
70000 13.0120481928
71000 13.0120481928
72000 13.0120481928
73000 11.9008015739
74000 13.7807074826
75000 23.3315159471
76000 25.0
77000 27.8649861565
78000 26.9105850173
79000 29.2455714178
