x y
0 0
1000 0.0
2000 0.0
3000 0.145377628259
4000 0.130405855761
5000 0.31582788196
6000 0.318594904916
7000 0.166666666667
8000 0.333333333333
9000 0.312904401637
10000 0.333333333333
11000 0.25
12000 0.25
13000 0.25
14000 0.2
15000 0.375
16000 0.375
17000 0.375
18000 0.114915830182
19000 0.0963784863402
20000 0.144689226857
21000 0.142857142857
22000 0.125
23000 0.125
24000 0.125
25000 0.125
26000 0.125
27000 0.0985915492958
28000 0.0985915492958
29000 0.112903225806
30000 0.112903225806
31000 0.5
32000 0.395047377961
33000 0.470794718939
34000 0.122807017544
35000 0.136690647482
36000 0.166666666667
37000 0.217638460225
38000 0.166666666667
39000 0.147005277117
40000 0.430809979503
41000 0.270145567858
42000 0.295220911982
43000 0.396270428798
44000 0.352175997053
45000 0.344636761374
46000 0.34521460947
47000 0.363636363636
48000 0.363636363636
49000 0.27702552027
50000 0.179487179487
51000 0.179487179487
52000 0.166666666667
53000 0.300427364877
54000 0.285573934037
55000 0.272057866979
56000 0.259706325579
57000 0.248375024662
58000 0.224719101124
59000 0.224719101124
60000 0.224719101124
61000 0.224719101124
62000 0.224719101124
63000 0.148514851485
64000 0.153846153846
65000 0.153846153846
66000 0.153846153846
67000 0.153846153846
68000 0.153846153846
69000 0.0
70000 0.0
71000 0.1
72000 0.333333333333
73000 0.333333333333
74000 0.333333333333
75000 0.333333333333
76000 0.333333333333
77000 0.25
78000 0.25
79000 0.230000182296
