x y
0 0
1000 0
2000 0.0
3000 0.0
4000 0.0
5000 0.0
6000 0.0
7000 0.0
8000 0.195055477159
9000 0.150363698011
10000 0.158520858493
11000 0.0771912296753
12000 0.244836915357
13000 0.0274200491001
14000 0.111111111111
15000 0.111111111111
16000 0.150457575166
17000 0.214827443482
18000 0.25
19000 0.25
20000 0.255187768536
21000 0.25
22000 0.25
23000 0.25
24000 0.09375
25000 0.09375
26000 0.09375
27000 0.142299123084
28000 0.120556941204
29000 0.153846153846
30000 0.166548296043
31000 0.167408040618
32000 0.156845530264
33000 0.25
34000 0.166666666667
35000 0.276595744681
36000 0.5
37000 0.5
38000 0.5
39000 0.5
40000 0.5
41000 0.5
42000 0.333333333333
43000 0.282963419614
44000 0.380880997008
45000 0.395757114199
46000 0.289472367703
47000 0.1875
48000 0.25
49000 0.285714285714
50000 0.289033520567
51000 0.285714285714
52000 0.285714285714
53000 0.285714285714
54000 0.285714285714
55000 0.285714285714
56000 0.333333333333
57000 0.299359777395
58000 0.300827847256
59000 0.302185432085
60000 0.303444552012
61000 0.292895549287
62000 0.0588235294118
63000 0.0588235294118
64000 0.0588235294118
65000 0.2
66000 0.125
67000 0.125
68000 0.125
69000 0.125
70000 0.125
71000 0.0588235294118
72000 0.176470588235
73000 0.222222222222
74000 0.222222222222
75000 0.176470588235
76000 0.176470588235
77000 0.3
78000 0.3
79000 0.232217073033
