x y
0 0
1000 69.4539585896
2000 89.3617021277
3000 89.3617021277
4000 89.3617021277
5000 89.3617021277
6000 89.3617021277
7000 79.0267125099
8000 79.0267125099
9000 68.5042094337
10000 68.5042094337
11000 68.5042094337
12000 85.2367688022
13000 68.5042094337
14000 63.6719927645
15000 110.440766707
16000 110.591315543
17000 185.703918723
18000 185.703918723
19000 140.078483337
20000 151.221910484
21000 142.798566439
22000 131.909172416
23000 134.525651282
24000 128.811635792
25000 135.773732695
26000 130.401284109
27000 140.975277279
28000 129.164036493
29000 162.774725275
30000 162.774725275
31000 162.774725275
32000 162.774725275
33000 162.774725275
34000 60.0476568705
35000 43.0967741935
36000 43.0967741935
37000 43.0967741935
38000 20.0209863589
39000 20.0209863589
40000 20.0209863589
41000 20.0209863589
42000 20.0209863589
43000 12.4238733252
44000 12.4238733252
45000 0.430879712747
46000 0.430879712747
47000 0
48000 0
49000 0.430879712747
50000 0.430879712747
51000 12.4238733252
52000 12.4238733252
53000 12.4238733252
54000 12.4238733252
55000 12.4238733252
56000 1.71649945366
57000 1.71649945366
58000 1.71649945366
59000 1.71649945366
60000 1.71649945366
61000 1.71649945366
62000 1.71649945366
63000 1.71649945366
64000 1.71649945366
65000 1.71649945366
66000 1.71649945366
67000 1.71649945366
68000 1.71649945366
69000 1.71649945366
70000 1.71649945366
71000 1.71649945366
72000 1.71649945366
73000 1.71649945366
74000 1.71649945366
75000 1.71649945366
76000 1.71649945366
77000 0
78000 0
79000 0
