x y
0 0
1000 0.0
2000 0.0622372881356
3000 0.295647243529
4000 0.25
5000 0.25
6000 0.25
7000 0.25
8000 0.25
9000 0.25
10000 0.333333333333
11000 0.260565596269
12000 0.288787953974
13000 0.162584612277
14000 0.173414928196
15000 0.170888154289
16000 0.168916591351
17000 0.231746891523
18000 0.156061877194
19000 0.253547692718
20000 0.330644383974
21000 0.233432612229
22000 0.24166037145
23000 0.251995150486
24000 0.246213077999
25000 0.250732712197
26000 0.259882007855
27000 0.29253127919
28000 0.251995150486
29000 0.299804271869
30000 0.189668080957
31000 0.325744717989
32000 0.282501206878
33000 0.268382636222
34000 0.295455997382
35000 0.134794926969
36000 0.327318481136
37000 0.248936864
38000 0.224645256054
39000 0.28303453992
40000 0.312489266335
41000 0.248548847569
42000 0.16686201356
43000 0.119453178861
44000 0.210757713027
45000 0.100742084417
46000 0.273300643142
47000 0.24374351541
48000 0.103994538266
49000 0.175108373068
50000 0.340302442182
51000 0.33801189359
52000 0.364961987981
53000 0.364774683654
54000 0.365584715837
55000 0.36552255493
56000 0.35234455841
57000 0.335973474025
58000 0.360403748952
59000 0.356549761028
60000 0.355972068332
61000 0.30972790107
62000 0.310436374972
63000 0.278105424324
64000 0.303341468812
65000 0.276181716135
66000 0.284119428306
67000 0.35897472267
68000 0.28636152992
69000 0.373222085444
70000 0.332946672028
71000 0.35621131713
72000 0.299627213629
73000 0.246384569707
74000 0.430440122291
75000 0.303939237593
76000 0.222702239252
77000 0.333333333333
78000 0.239243978761
79000 0.266364316194
