x y
0 0
1000 0.0
2000 0.0
3000 0.0
4000 0.0
5000 0.0
6000 0.0
7000 0.0
8000 0.125
9000 0.125
10000 0.125
11000 0.125
12000 0.125
13000 0.142857142857
14000 0.216140033239
15000 0.177275505202
16000 0.15749033619
17000 0.125
18000 0.169394042628
19000 0.304968762461
20000 0.362185415317
21000 0.357312633025
22000 0.313836878294
23000 0.311572225474
24000 0.31699661166
25000 0.344342607624
26000 0.345628173698
27000 0.4
28000 0.4
29000 0.4
30000 0.4
31000 0.261904761905
32000 0.148148148148
33000 0.193548387097
34000 0.24
35000 0.303571428571
36000 0.303571428571
37000 0.303571428571
38000 0.303571428571
39000 0.303571428571
40000 0.168884446037
41000 0.127387028826
42000 0.0625
43000 0.0625
44000 0.0714285714286
45000 0.105263157895
46000 0.105263157895
47000 0.148148148148
48000 0.0909090909091
49000 0.0851762236452
50000 0.0909090909091
51000 0.165106893716
52000 0.122532814318
53000 0.165887288174
54000 0.166666666667
55000 0.142857142857
56000 0.142857142857
57000 0.153441599723
58000 0.212905531051
59000 0.225317626915
60000 0.2045287738
61000 0.242424242424
62000 0.2
63000 0.206643578214
64000 0.225253690572
65000 0.278638726771
66000 0.355263157895
67000 0.161196365875
68000 0.239462385062
69000 0.305098956017
70000 0.15
71000 0.178571428571
72000 0.36911703509
73000 0.305555555556
74000 0.34375
75000 0.456244762016
76000 0.307159208405
77000 0.268039455694
78000 0.290275436822
79000 0.5
