x y
0 20.0
1000 20.0
2000 20.0
3000 20.0
4000 20.0
5000 20.0
6000 18.6666666667
7000 17.3333333333
8000 17.3333333333
9000 17.3333333333
10000 17.3333333333
11000 16.0
12000 15.3333333333
13000 15.3333333333
14000 15.3333333333
15000 14.6666666667
16000 14.6666666667
17000 14.6666666667
18000 14.6666666667
19000 14.0
20000 14.0
21000 14.0
22000 13.3333333333
23000 13.3333333333
24000 14.0
25000 14.0
26000 13.3333333333
27000 13.3333333333
28000 14.0
29000 14.0
30000 14.6666666667
31000 14.6666666667
32000 14.0
33000 13.3333333333
34000 13.3333333333
35000 13.3333333333
36000 14.0
37000 13.3333333333
38000 12.6666666667
39000 11.3333333333
40000 11.3333333333
41000 11.3333333333
42000 12.0
43000 12.0
44000 10.6666666667
45000 10.6666666667
46000 10.6666666667
47000 10.6666666667
48000 10.6666666667
49000 10.6666666667
50000 9.33333333333
51000 9.33333333333
52000 9.33333333333
53000 9.33333333333
54000 9.33333333333
55000 8.66666666667
56000 8.66666666667
57000 8.66666666667
58000 8.66666666667
59000 8.66666666667
60000 8.66666666667
61000 8.66666666667
62000 8.66666666667
63000 8.66666666667
64000 8.66666666667
65000 8.66666666667
66000 8.66666666667
67000 8.66666666667
68000 8.66666666667
69000 8.66666666667
70000 8.66666666667
71000 8.66666666667
72000 8.66666666667
73000 8.66666666667
74000 8.66666666667
75000 8.66666666667
76000 8.66666666667
77000 8.66666666667
78000 8.66666666667
79000 8.66666666667
